title,author,type,audience,genre,faust_numbers,isbns,n_loans,top10k
Anker og chokoladeulykken,Alberte Winding,Billedbog,børnematerialer,skønlitteratur,46977548,,5681,1107
Anker siger fra,Alberte Winding,Billedbog,børnematerialer,skønlitteratur,46963482,,5680,1108
Ottos ikke-noget historier,Lars Daneskov,Bog,børnematerialer,sjove bøger,47749549,,5679,1109
Med hjertet som indsats,Simona Ahrnstedt,Bog,voksenmaterialer,skønlitteratur,39229749,99122781911405763;99122862998805763;99122985393905763;99122942524005763,5689,1110
Rotteøen og andre fortællinger,Jo Nesbø,Bog,voksenmaterialer,"dystopier,fremtidsfortællinger,krimi",61576827,,5674,1111
En pikant handel,Lisa Kleypas,Bog,voksenmaterialer,historiske romaner,48699928,,5674,1112
En ny tid,Ida Jessen (f. 1964),Bog,voksenmaterialer,dagbøger,51939123;52448999;55125945;45742210;10048265,99122929521605763,6179,1113
Harry Potter og fangen fra Azkaban,Joanne K. Rowling,Bog,børnematerialer,fantasy,53516033;51980220;54871945;22995154;29317003;22639862;25197879,99122110502205763;99122110537605763,15353,1114
Dengang Hr. Skæg startede i skole,Mikkel Lomborg,Billedbog,børnematerialer,skønlitteratur,52459974;53233570,,5921,1115
Huset på hjørnet i Cockleberry Bay,Nicola May,Bog,voksenmaterialer,skønlitteratur,62540893,99124247823905763,5667,1116
Kaptajn Underhyler - professor Prutpotte og den skumle slagplan,Dav Pilkey,Bog,børnematerialer,sjove bøger,25243897;53299822,,5807,1117
De 100 mest gådefulde dyr,Sebastian Klein,Bog,"folkeskoleniveau,børnematerialer",folketro,55104433,,5664,1118
Den tyske pige,Armando Lucas Correa,Bog,voksenmaterialer,skønlitteratur,53096697;53629660;38519662,99121976091605763;99123652406805763;99122574485805763,5715,1119
Det blinde øje,Jeffrey Archer,Bog,voksenmaterialer,"kriminalitet,narkokriminalitet,politiromaner,spænding",61729097;54852134,,5781,1120
Alt hvad jeg ved om kærlighed,Dolly Alderton,Bog,voksenmaterialer,"biografiske romaner,dannelsesromaner,humor",46119436;61745807,,5665,1121
Kostskolen,Karin Wik (f. 1979),Bog,voksenmaterialer,skønlitteratur,62012234,,5654,1122
Første person ental,Haruki Murakami,Bog,voksenmaterialer,skønlitteratur,38832778;01312219,,5667,1123
Dukken,Yrsa Sigurðardóttir,Bog,voksenmaterialer,krimi,47865352;38202065;23542153;06864961;06177069;39447258,,6463,1124
Drop opdragelsen,Fie Hørby,Bog,"alment niveau,voksenmaterialer",børne- og ungdomsopdragelse i alm.,46872347,,5649,1125
Sara & August,Pernille Juhl (f. 1963),Bog,voksenmaterialer,skønlitteratur,62034734,,5645,1126
Betty har en hemmelighed,Alberte Winding,Billedbog,børnematerialer,skønlitteratur,50710327,,5644,1127
På eventyr med Peddersen og Findus,Sven Nordqvist,Billedbog,børnematerialer,sjove bøger,39203588,,5638,1128
Safirenken,Dinah Jefferies,Bog,voksenmaterialer,skønlitteratur,62329874,,5637,1129
Star Girl - den bedste bluse,Nicole Boyle Rødtnes,Bog,børnematerialer,skønlitteratur,53515940,,5636,1130
Den gode opgave,"Lotte Rienecker,Peter Stray Jørgensen",Bog,"fagligt niveau,voksenmaterialer",forskningsteknik i alm.,53188559;62457716;29489483;25874951;23205424;2177432;21885525;2730515,99122445192905763;99122566231005763;99122504066605763;99122124709605763;99122300245505763;99124030748405763;9920564806605762,10009,1131
Katharina-koden,Jørn Lier Horst,Bog,voksenmaterialer,"krimi,politiromaner",53986234;46125371;53449034,99122606108205763,5757,1132
Den fortabte mand,Jane Harper,Bog,voksenmaterialer,spænding,39285606,,5630,1133
Perlesjov,Anja Takacs,Bog,"folkeskoleniveau,børnematerialer",øvrige grene af kunsthåndværket,53922228;22814036,,5684,1134
Den usynlige pige,Lisa Jewell,Bog,voksenmaterialer,"domestic noir,psykologisk thriller",39085828;23708760,99122125005205763,5663,1135
Når solen går ned,Nora Roberts,Bog,voksenmaterialer,spænding,39552973,,5588,1136
I egetræets skygge,Sofia Lundberg (f. 1974),Bog,voksenmaterialer,skønlitteratur,38846574,,5586,1137
Tiden er en morder,Michel Bussi (f. 1965),Bog,voksenmaterialer,"psykologisk thriller,spænding",47322324,,5583,1138
Det lille bageri i Brooklyn,Julie Caplin,Bog,voksenmaterialer,chick lit,38950622,,5582,1139
Små påsatte brande,Celeste Ng (f. 1980),Bog,voksenmaterialer,skønlitteratur,54090501;38519948,,5601,1140
Sebastians store quiz om dyr,Sebastian Klein,Bog,"folkeskoleniveau,børnematerialer",værker af blandet indhold,46669959,,5580,1141
Iskolde øjeblikke,Viveca Sten,Bog,voksenmaterialer,krimi,54998120,,5579,1142
Hændelsen,Annie Ernaux,Bog,voksenmaterialer,biografiske romaner,61395032;29534705,99123890574105763,5920,1143
Mørkebror,Arttu Tuominen (f. 1981),Bog,voksenmaterialer,krimi,39504103,,5575,1144
Ord med Mimbo Jimbo,Jakob Martin Strid,Billedbog,børnematerialer,pegebøger,51332989,,5574,1145
Sygeplejersken,Kristian Corfixen,Bog,"alment niveau,voksenmaterialer",kriminologi. forbrydelser,46365658;62043296,99122024809105763;99122654761705763;99124004923405763;99122143230005763;991001317304603861,5613,1146
Den store antiinflammatoriske kostguide,Martin Kreutzer,Bog,"alment niveau,voksenmaterialer",diætmadlavning,52059984,99122013220505763,5568,1147
Kvinderne på Flanagans,Åsa Hellberg,Bog,voksenmaterialer,skønlitteratur,38503545,,5565,1148
Livet - illustreret,Lisa Aisato,Billedbog,"børnematerialer,voksenmaterialer",skønlitteratur,47892317,99123355719105763,5566,1149
Finn Herman,,Billedbog,børnematerialer,"gys,sjove bøger",23647737;45599965,,5853,1150
Stå fast,Svend Brinkmann,Bog,"alment niveau,voksenmaterialer",praktisk etik i alm.,51319095;25398173,99122263898105763,5750,1151
Den nye jarl,Lisa Kleypas,Bog,voksenmaterialer,historiske romaner,53967248,99122299979805763,5553,1152
Kaptajn Underhyler ordner den onde Olfert-kvinde,Dav Pilkey,Bog,børnematerialer,sjove bøger,25773497,,5552,1153
Anker og kagekonkurrencen,Alberte Winding,Billedbog,børnematerialer,skønlitteratur,48643167,,5550,1154
"Olive, igen",Elizabeth Strout,Bog,voksenmaterialer,skønlitteratur,48489389,99123523412905763,5551,1155
Tilstå,Colleen Hoover,Bog,voksenmaterialer,skønlitteratur,46677544;48404901,99122612968405763;99123440273105763,5930,1156
Lalandia,Jens Vilstrup,Bog,voksenmaterialer,skønlitteratur,61676198,,5543,1157
Uden mandat,Bo Lidegaard,Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,48077781;2571236,,5543,1158
Nakanos genbrugsbutik,Hiromi Kawakami,Bog,voksenmaterialer,skønlitteratur,48602517;38301004;134575093,99123455708105763,5556,1159
Bag dem synger døden,Karin Fossum,Bog,voksenmaterialer,"krimi,politiromaner",39499606,,5540,1160
Det italienske tempel,Santa Montefiore,Bog,voksenmaterialer,skønlitteratur,62884908,,5537,1161
Min bog om farlige dinosaurer,,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",palæontologi,45965198,,5530,1162
Kaptajn Underhyler og de turbulente tidsmaskinetrængsler,Dav Pilkey,Bog,børnematerialer,sjove bøger,26700280,,5529,1163
Villads fra Valby låner en båd,Anne Sofie Hammer (f. 1972-02-05),Bog,børnematerialer,sjove bøger,50730654;29941513,,10681,1164
Dødesporet,Sara Blædel,Bog,voksenmaterialer,krimi,50798437;51390431,99122844810105763,7188,1165
Den nittende ø,Thomas Bagger (f. 1981),Bog,voksenmaterialer,skønlitteratur,62362979,,5525,1166
Ligene i lysthuset,Anna Grue,Bog,voksenmaterialer,krimi,136071912,,5523,1167
Vegetarisk i aften?,Camilla Skov,Bog,"alment niveau,voksenmaterialer",råkost. vegetarisk mad,48137431,99123358163705763,5529,1168
Jan Kjærs Nomerne - skyggenomen,Jan Kjær (f. 1971),Billedbog,børnematerialer,fantasy,134161736,,5519,1169
Den store lykke,Lucy Dillon,Bog,voksenmaterialer,skønlitteratur,62158158,,5517,1170
Hovedet i himlen og fødderne på jorden,Carolyne Kaddu Rasmussen (f. 1970),Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",134112905;135013293,99124197147705763;99124362823105763,5563,1171
Min Mormors gebis for de mindste,Jakob Martin Strid,Billedbog,børnematerialer,"rim,sjove bøger",46944518,99123304163705763,5515,1172
Dansk standard,Kim Leine,Bog,voksenmaterialer,horror,47219027,,5513,1173
Forfra,Anders Langballe,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",39021781;47028108;53206018,,5622,1174
Tiggeren,Sofie Sarenbrant,Bog,voksenmaterialer,krimi,52543282;53983464,,5605,1175
"Ser du månen, Daniel",Puk Damsgård Andersen,Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,51986369;46998839;53530761;45750418;52137861,99122549364405763;99122569902305763,7866,1176
Den kæmpestore bog om Mimbo Jimbo,Jakob Martin Strid,Billedbog,børnematerialer,"dyrefortællinger,sjove bøger",51117549,,5507,1177
Under en blodrød himmel,Mark T. Sullivan,Bog,voksenmaterialer,biografiske romaner,46503945,,5505,1178
Ravnens Rede,Leif Davidsen,Bog,voksenmaterialer,gotiske fortællinger,53571581,,5501,1179
Bibliotekaren fra Auschwitz,Antonio Iturbe (f. 1967),Bog,voksenmaterialer,"biografiske romaner,historiske romaner",38929577,,5495,1180
To fremmede,Lisa Kleypas,Bog,voksenmaterialer,historiske romaner,54829450,,5493,1181
Arv og miljø,Vigdis Hjorth,Bog,voksenmaterialer,skønlitteratur,53079202;52802180;38646621;06535410;26007747,,5668,1182
Den største gave,Katrine Wessel,Bog,voksenmaterialer,historiske romaner,61622306;21829765,99122798788905763;99122059815505763;99123915001005763;99122770188605763;99122692659005763,5535,1183
Harlem shuffle,Colson Whitehead,Bog,voksenmaterialer,skønlitteratur,62107065;39394626,9921005203405762,5943,1184
Gigantosaurus,,Billedbog,børnematerialer,gå på opdagelse,61479198;135404837;50960978;45637298,99122684135005763;99123832763405763,6744,1185
Emmas hemmelighed,Sara Ejersbo,Bog,børnematerialer,skønlitteratur,46381114;26275253,,6011,1186
Percy Jackson og lyntyven,Rick Riordan,Bog,børnematerialer,fantasy,54043406,99122126698005763,5471,1187
Blindt raseri,Cara Hunter,Bog,voksenmaterialer,skønlitteratur,61903291;135764019,,5498,1188
Pottepatruljen,,Billedbog,børnematerialer,skønlitteratur,38702017,99123685456505763,5469,1189
Cirkelines museskole,Hanne Hastrup,Billedbog,børnematerialer,skønlitteratur,52629888;54202660,,6541,1190
Altid ved din side,Nikola Scott,Bog,voksenmaterialer,skønlitteratur,62232269,99122116751505763,5467,1191
Sommerens eventyr,Sarah Morgan (f. 1948),Bog,voksenmaterialer,skønlitteratur,62499702,,5465,1192
Peter Pedal og sparegrisen,Monica Perez,Billedbog,børnematerialer,sjove bøger,52599997,,5457,1193
Den rebelske lady,Lisa Kleypas,Bog,voksenmaterialer,historiske romaner,54532792,,5456,1194
Orkansæsonen og stilheden,Anne-Cathrine Riebnitzsky,Bog,voksenmaterialer,skønlitteratur,52144310;54217145;45846962,,5501,1195
Betty kan bedst lide fredage,Alberte Winding,Billedbog,børnematerialer,skønlitteratur,29240957,,5451,1196
Et uventet besøg,Åsa Hellberg,Bog,voksenmaterialer,skønlitteratur,46625021,,5449,1197
Godnat og sjov godt,Lars Daneskov,Bog,børnematerialer,godnathistorier,54641923,,5447,1198
Den hemmelige kvinde,Anna Ekberg,Bog,voksenmaterialer,spænding,52344549;53029647,,6093,1199
Gaven til maven,Anette Harbech Olesen,Bog,"alment niveau,voksenmaterialer",diætmadlavning,39482622;26974860,99122078226805763,5547,1200
Hjemmefra,Erling Jepsen (f. 1956),Bog,voksenmaterialer,"biografiske romaner,humor",46898435;46124766,99122734093405763,5762,1201
Florence Graces to liv,Tracy Rees,Bog,voksenmaterialer,slægtsromaner,38950657,99123778685405763,5431,1202
Willi spiller fodbold,Kirsten Sonne Harild,Billedbog,børnematerialer,skønlitteratur,51868838,,5415,1203
Da Findus var lille og forsvandt,Sven Nordqvist,Billedbog,børnematerialer,sjove bøger,23625679,,5412,1204
Tidselhonning,Sara Paborn (f. 1972),Bog,voksenmaterialer,skønlitteratur,39018365,99124028811405763,5408,1205
Betty sælger (næsten) alt,Alberte Winding,Billedbog,børnematerialer,skønlitteratur,29207429,,5405,1206
Airfryer opskrifter. Bind 1,Britt Andersen (f. 1967),Bog,"alment niveau,voksenmaterialer",madlavning i alm. for særligt apparatur,47993989,,5401,1207
De bedste fra Madbanditten,Jane Faerber,Bog,"alment niveau,voksenmaterialer",diætmadlavning,39517159,,5394,1208
En familietragedie,Mattias Edvardsson (f. 1977),Bog,voksenmaterialer,"domestic noir,psykologisk thriller",61508473,,5378,1209
Star Girl - jagten på Star Girl,Nicole Boyle Rødtnes,Bog,børnematerialer,skønlitteratur,53852440,,5374,1210
Hvad jeg tænker mens du taler,Alberte Winding,Bog,voksenmaterialer,skønlitteratur,135689351,,5374,1211
Alberte i børnehave - en dum dag,Line Kyed Knudsen,Billedbog,børnematerialer,skønlitteratur,45932222,,5372,1212
Simon skal i nulte,Peter Gotthardt,Billedbog,børnematerialer,skønlitteratur,29924708,99122290410905763,5366,1213
Brevet i bogbussen,Eli Åhman Owetz,Bog,voksenmaterialer,skønlitteratur,38657011;134058927,,5371,1214
Arvestål,Tobias Bukkehave (f. 1980),Bog,voksenmaterialer,skønlitteratur,62591498,,5360,1215
Gæstelisten,Lucy Foley,Bog,voksenmaterialer,"domestic noir,psykologisk thriller,spænding",39229641,,5359,1216
Harry Potter og det forbandede barn,Joanne K. Rowling,Bog,"børnematerialer,voksenmaterialer",fantasy,52646251,,5350,1217
Kaptajn Underhyler i farver - kampen mod de hvæsende wc'er,Dav Pilkey,Bog,børnematerialer,sjove bøger,38202723,,5349,1218
Youtuber for en dag,Sara Ejersbo,Bog,børnematerialer,skønlitteratur,47179033,,5345,1219
Den dag Leopold blev forelsket,,Billedbog,børnematerialer,skønlitteratur,28323433;22063022;22243047,99122633969105763,5427,1220
En sikker havn,Nora Roberts,Bog,voksenmaterialer,skønlitteratur,48611281,99123462973805763,5338,1221
Storfyrstinden,Trine Engholm Michelsen,Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,61508392;2707015,,5336,1222
Dødbringende besked,Helen Cox,Bog,voksenmaterialer,"humor,krimi",38484478;62381051,,5411,1223
Perlejul,Anja Takacs,Bog,"folkeskoleniveau,børnematerialer",øvrige grene af kunsthåndværket,47234883,99123305160505763,5325,1224
Det der er værre,Lars Kjædegaard,Bog,voksenmaterialer,krimi,52579309;53285414,,5344,1225
Lady Helens løfte,Lisa Kleypas,Bog,voksenmaterialer,historiske romaner,54246692,,5317,1226
Den magiske boghandel - Tilly og bogvandrerne,Anna James,Bog,børnematerialer,eventyrlige fortællinger,48718019;39239655,,5667,1227
Pigen fra Brooklyn,Guillaume Musso,Bog,voksenmaterialer,spænding,53991076,,5315,1228
Willi er kræsen,Kirsten Sonne Harild,Billedbog,børnematerialer,skønlitteratur,29236674,,5313,1229
Kort over Paradis,Knud Romer,Bog,voksenmaterialer,skønlitteratur,54203608;54961642;61623078,,5332,1230
Gummi-Tarzan,Ole Lund Kirkegaard,Bog,børnematerialer,sjove bøger,53512011;24334562;05025184;28321597;28872992;27193129;29746621;47395801;05709652;22520474;05628725;01676989;20254033;21036870;02811251;20557192;01930427,99122700044005763;99122909821105763;99122553559405763,12322,1231
Skal vi sige det til præsidenten?,Jeffrey Archer,Bog,voksenmaterialer,spænding,38306103;05357462,99122911856105763,5363,1232
Et spørgsmålstegn er et halvt hjerte,Sofia Lundberg (f. 1974),Bog,voksenmaterialer,skønlitteratur,47307686;48976018,,5367,1233
Pippi stikker af,Astrid Lindgren,Billedbog,børnematerialer,sjove bøger,48787258,,5302,1234
De ukendte,Kasper Hoff,Bog,børnematerialer,spænding,51146271;53360459;05512751,,5399,1235
Vovserne får superkræfter,,Billedbog,børnematerialer,skønlitteratur,38892703,99124251904505763,5301,1236
Havets magi - den nye vikar,Nicole Boyle Rødtnes,Bog,børnematerialer,eventyrlige fortællinger,47321328,,5299,1237
Alberte i børnehave - jeg vil kun lege med Sofia,Line Kyed Knudsen,Billedbog,børnematerialer,skønlitteratur,45932419,,5296,1238
Vovserne møder Tracker,,Billedbog,børnematerialer,skønlitteratur,48663664,99123486074105763,5296,1239
Løb eller dø,Maria Adolfsson,Bog,voksenmaterialer,skønlitteratur,62214473;47631734,,8706,1240
Motiv X,Stefan Ahnhem,Bog,voksenmaterialer,"krimi,politiromaner",54852185;47480574,,5338,1241
Bubbi - bliver f****** stjerne,"Morten Münster (f. 1997),Merlin P. Mann",Bog,børnematerialer,sjove bøger,54541325,99122127624705763,5290,1242
Bytteleg,Lee Child,Bog,voksenmaterialer,spænding,47322022,,5288,1243
Harry Potter og Flammernes Pokal,Joanne K. Rowling,Bog,børnematerialer,fantasy,47092183;51980190;54871953;23540703;29317070;23154382;25197909;23358875,99122790961105763;99122645938905763,13865,1244
Pippi Langstrømpe på Kurrekurredut-øen,,Billedbog,børnematerialer,sjove bøger,25719441;25797736,,5330,1245
Jens og Marie,Linda Lassen (f. 1948),Bog,voksenmaterialer,"biografiske romaner,historiske romaner",47162734,,5278,1246
Du går ikke alene,Mari Jungstedt,Bog,voksenmaterialer,"krimi,politiromaner",52450896;53374654,99122356112005763,5412,1247
Mørket under isen,Morten Hesseldahl,Bog,voksenmaterialer,skønlitteratur,61457534,,5277,1248
Maria,Malou Aamund,Bog,voksenmaterialer,skønlitteratur,47797209;25935632;23849178;27670369;05099447;23779994;06592740;06440606;05788064;02756625;135764256;02652846,99122144008005763;99122206583905763;99122640377105763;99122767737605763;99122417714205763;99122458703205763,5566,1249
"Pige, kvinde, andet",Bernardine Evaristo,Bog,voksenmaterialer,skønlitteratur,39094479;62846755,,5283,1250
Hambros Allé 7-9-13,Lotte Kaa Andersen,Bog,voksenmaterialer,skønlitteratur,51842286;46726537;38881132;52255856,99122784553705763;99122238415705763,5661,1251
Det lille bibliotek,Rachael Lucas,Bog,voksenmaterialer,skønlitteratur,62684356,99124134361605763,5270,1252
Astrid Lindgren,Isabel Sánchez Vegara,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",biografier af enkelte personer,48431305;28664907;52535425;51442377;23890437;47931398;134911727;54069014;05292131;20705108;07020058;42160229;49140207;53985157,99122449836405763;99122989644805763;99122519563005763,8410,1253
Anton & farmor på havets bund,Thomas Brunstrøm,Billedbog,børnematerialer,skønlitteratur,62194405,,5265,1254
Turen går til Venedig & Norditalien,Preben Hansen (f. 1956),Bog,"alment niveau,voksenmaterialer",italien,54133235;62142731;51684990,99122964865305763;99122224997405763,11326,1255
Hjernesmarte børn,Anette Prehn,Bog,"alment niveau,voksenmaterialer",børne- og ungdomsopdragelse i alm.,51802489,99122319111705763,5263,1256
Malstrøm,Helle Mogensen (f. 1969),Bog,voksenmaterialer,krimi,39134675;26780349;54289138;27028160;20907258;27481698,99122033931005763;99122620766405763,6120,1257
Vovserne på glatis,,Billedbog,børnematerialer,skønlitteratur,48663672,99123486073105763,5258,1258
Willi bliver storebror,Kirsten Sonne Harild,Billedbog,børnematerialer,skønlitteratur,29236623,,5256,1259
Skolen med magiske dyr,Margit Auer,Bog,børnematerialer,skønlitteratur,52647711;135390003,99122223893405763,5269,1260
Star wars - hvor er wookieen?,Katrina Pallant,Billedbog,børnematerialer,"gå på opdagelse,science fiction",53479472,,5254,1261
Svanesang,Marcia Willett,Bog,voksenmaterialer,slægtsromaner,52384818;62380888;134579099;26271592;52768446;08813507;20779594;40141340;07315201;552921,99122749540205763;99122566136405763;99122682472505763;99122704096905763,6258,1262
Lær engelsk med Mimbo Jimbo,Jakob Martin Strid,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer","engelske ordbøger,billedordbøger",54213662;54430973,,5263,1263
Det store spring,Jojo Moyes,Bog,voksenmaterialer,chick lit,51870697;53975526;52424976;20744952;06959628;06012779;27313078,,5968,1264
