faust_number,isbn,book_title,book_author,isbn_scraped,top10k
39091941,,Den sidste boghandel i London,Madeline Martin,9788727023229,429
38898205,,Kvinden der samlede verden,Eva Tind,9788702284331_430,430
54791143,,Huset på klippen,Elly Griffiths,9788712058519_431,431
38620991,,Løgn i din hals,Lars Kjædegaard,9788702308860,433
51214676,,Lasse-Leif og mormors nej-hat,Mette Finderup,,434
38573977,,Den kinesiske tvilling,Sarah Engell,9788727010670,435
62485019,,Mit menneske,Herbjørg Wassmo,9788711997765,436
52574269,,21 helbredende dage med antiinflammatorisk kost,"Louise Bruun (f. 1975),Jerk W. Langer",9788740046595_437,437
28424671,,Mimbo Jimbo,Jakob Martin Strid,9788702084306_438,438
48148085,,Sommer i Paris,Sarah Morgan (f. 1948),,439
53430260,,Som pesten,Hanne-Vibeke Holst,9788702266412,440
52799171,,Superhelte-flunkerne,"Joaquín Cera,Juan Carlos Ramis",,441
48839789,,Ustyrligt blod,Robert Galbraith,9788702307375,442
48628761,,Løbeklubben i Saudi,Lotte Garbers,9788770367844,443
47875668,,Vanæret,Linda Castillo,,444
50973018,9788763834339.0,De hvide mænd,Kenneth Bøgh Andersen,9788702404036,445
53071066,,Flunkerne i middelalderen,"Joaquín Cera,Juan Carlos Ramis",,446
52286980,,Nomernes hemmelige beskytter,Jan Kjær (f. 1971),9788793231337_447,447
48152392,,Jeg tog ned til bror,Karin Smirnoff (f. 1964),9788740085723,449
48779743,,Villads fra Valby bygger en robot,Anne Sofie Hammer (f. 1972-02-05),9788763864343_450,450
29363153,9788711394267.0,Bamse slut prut godnat,Katrine Hauch-Fausbøll,,452
62969288,,Teenageren fra Thy,Maria Helleberg,9788702366464_453,453
47822319,,Friheden,Arne Dahl (f. 1963),9788770074445,454
46913116,,Turen går til Hamburg & Nordtyskland,Jytte Flamsholt Christensen,9788740045918,455
48254829,,Næste!,Nina Lykke (f. 1965),,456
38485032,,Vi tog op med mor,Karin Smirnoff (f. 1964),9788740065206_457,457
48136028,,Kane og Abel,Jeffrey Archer,9788727082165,458
46101987,,Men der kommer en time,Jeffrey Archer,9788711906712_459,459
27404596,,Vitello ønsker sig en hund,,,461
47864356,9788726270617.0,Grydeklar,,,462
50699854,,Lasse-Leif og den virkelig væmmelige makrelmad,Mette Finderup,,463
53681271,9788711930861.0,Pagten,Michael Katz Krefeld,9788711988275_464,464
48369456,,En uventet forelskelse,Julia Quinn (f. 1970),,465
54542992,,Vi kunne alt,Merete Pryds Helle,9788711909881_467,467
28533276,,Mimbo Jimbo har det sjovt,Jakob Martin Strid,9788702099997_468,468
48769527,,Klinten,Jens Smærup Sørensen,9788793980068,469
54691718,9788763860253.0,Godnat og sjov godt,Lars Daneskov,9788763858656,470
53369685,,En anden gren,Jesper Wung-Sung,9788763865630_471,471
47932831,,Liget i lyngen,Lars Kjædegaard,9788763863759_472,472
50699935,,Lasse-Leif har verdens klammeste far,Mette Finderup,,473
51134338,,Villads fra Valby laver en film,Anne Sofie Hammer (f. 1972-02-05),9788763834643,474
47678676,,Kobberslottet,"Lotte Hammer,Søren Hammer",9788771918151,475
28659512,,Lasse-Leif er alene hjemme,Mette Finderup,9788771050257_476,476
62246847,,Fædrenes synder,Åsa Larsson,9788770075688_477,477
48302165,,Kræmmerfund og kærlighed,Ewa Klingberg,9788712064619,478
46408659,,Den franske gartner,Santa Montefiore,9788771483321,479
61482059,,Datteren,Annette Heick,9788702316421,480
52639158,,Hvor der er vilje,Jeffrey Archer,,481
48232795,,Den lille cafe ved den endeløse strand,Jenny Colgan (f. 1972),9788763864787,482
51711602,9788702133776.0,Ronja røverdatter,Astrid Lindgren,9788702058048,483
50618382,,Wimpy Kid. Bind 3,Jeff Kinney,9788702126761_484,484
27262546,,Vitello ridser en bil,,,485
38228498,,"Tvilling, yndling, grævling",Hella Joof,9788740062342,486
61499849,,Eddie lærer alfabetet,Thomas Brunstrøm,9788711993552,487
50988058,9788711330845.0,Dybt at falde,Anna Grue,9788740087833,488
134784083,,Spionchefen,Lars Findsen (f. 1964-09-17),9788740078107_490,490
46957083,,Nora,Merete Pryds Helle,9788763857444,491
48553133,,"De, der er elsket",Victoria Hislop,9788771164046_492,492
27654053,,Vitello møder Gud,,,493
47515769,,Skæbnespillet,Jeffrey Archer,9788711902899_494,494
39182149,,De elskende fra Prag,Alyson Richman,9788727006703,495
62675896,,Karolines kærlighed,Kim Leine,9788702345131,496
22653164,,Mustafas kiosk,Jakob Martin Strid,9788773781944_497,497
46339231,9788770183253.0,Sådan spiller du Fortnite,Simon Randel Søndergaard,,498
51214641,,Lasse-Leif - perlepladens forbandelse,Mette Finderup,9788771056235,499
48069584,,Vi er kortvarigt smukke her på jorden,Ocean Vuong,9788740069457_500,500
53675034,9788771771909.0,Kald mig prinsesse,Sara Blædel,9788771085938_502,502
46291433,,Dvale,Camilla Grebe,9788711917091_503,503
47622425,,Ikke til forhandling,Chris MacDonald (f. 1973),9788756772075_504,504
62411074,,Hjerteknuseren,Anne B. Ragde,9788772386874,505
48426255,,Biavlerens datter,Santa Montefiore,,506
47749557,,Vejrbidt,Anne Holt (f. 1958-11-16),9788770074391,507
47683203,,Sekten på Tågeøen,Mariette Lindstein (f. 1958),9788702364767,508
38575252,,Den lille butik med de nye begyndelser,Jenny Colgan (f. 1972),9788763862639,509
53586910,,Gurli Gris og de gyldne gummistøvler,,,510
47110416,,Bjergsted drømme,Jane Aamund,9788770361347,511
47193982,,Vintersøstre,Sarah Morgan (f. 1948),9788771916706,512
46669908,,Fantastiske forskelle,Martin Handford,9788741506715_513,513
61359907,,Nattens børn,Camilla Läckberg,9788772390284,514
47929849,,Keto på 4 uger,Jane Faerber,9788740059014,515
51837061,,"Opfindelser, strikkede huer og en dum kat",Rasmus Bregnhøi,9788711380031,516
51562577,9788702178746.0,Godnat og sov godt,Kim Fupz Aakeson,,517
51989252,,Harry Potter og de vises sten,Joanne K. Rowling,,518
51134370,,Villads fra Valby bliver bange,Anne Sofie Hammer (f. 1972-02-05),9788763833707_519,519
38601571,,Det kolde guld,"Cilla Börjlind,Rolf Börjlind",,521
52426251,,Folkets skønhed,Merete Pryds Helle,9788711693032_522,522
53342841,,Lasse-Leif samler på det hele,Mette Finderup,,523
48487653,,De tavse kvinder,Karin Slaughter,9788771918809_524,524
47080568,,Mød mig under ombutræet,Santa Montefiore,9788771483536,525
62937106,,Jeg anerkender ikke længere jeres autoritet,Glenn Bech (f. 1991-04-08),9788702382068_526,526
29256535,,Lasse-Leif - fri leg i supermarkedet,Mette Finderup,9788771052534_527,527
135405795,,I dine sko,Jojo Moyes,9788772390260_530,530
61395075,,Det falske vidne,Karin Slaughter,9788771919462_531,531
62972254,,Enkernes land,Jeanette Varberg,9788740072471_532,532
38599852,,Vitello går vildt meget i skole,Kim Fupz Aakeson,9788702302554_533,533
48328202,,Helenes krig,Pernille Juhl (f. 1963),9788770369763,534
47172004,,Døden på stranden,Ann Cleeves,9788712067863,537
53079288,,Faderens synder,Jeffrey Archer,9788711698020_538,538
38430661,,Hvis du vil have mig,Katrine Wessel,9788740067552_540,540
52079683,9788711494011.0,Sekten,Michael Katz Krefeld,9788711988329_541,541
46711009,9788763861861.0,Den rustne verden - flugten fra Danmark,Adam O.,9788763859813_542,542
134495677,,Stencirklen,Elly Griffiths,9788712077589,543
53973906,,Pas på hvad du ønsker dig,Jeffrey Archer,9788711906408_544,544
46237773,,Rige svin,Lars Kjædegaard,9788702331745_546,546
46024036,,Keto,Jane Faerber,9788740047035_547,547
52128463,9788711513590.0,Sapiens,Yuval Noah Harari,9780062316097,548
51063376,,Wimpy Kid. Bind 4,Jeff Kinney,,549
38935178,,Klubben for Lykkelige Slutninger,Caroline Säfstrand (f. 1972),9788772391878,550
24695751,,Kaptajn Underhylers eventyr,Dav Pilkey,9788711985151_551,551
28239106,,Vitello bygger en monsterfælde,Kim Fupz Aakeson,9788702084269,552
46276558,,En grav til to,Anne Holt (f. 1958-11-16),9788770072816_553,553
61936858,9788743401827.0,Lydbogen der ikke ville slutte. Del 1,David Sundin,9788743401827,554
54188862,,Det andet ansigt,Mari Jungstedt,9788772009285_555,555
48087159,,Drengen fra Napoli,Viola Ardone (f. 1974),9788763864817,556
51742095,,Interview,"Steinar Kvale,Svend Brinkmann",9788741263779,557
50773973,,Vitello køber en vidunderlig julegave,Kim Fupz Aakeson,9788702144864_558,558
52408725,,Bedemandens datter,Sara Blædel,9788771806366,559
47821746,,Pigen fra den franske skole,Jacob Weinreich,9788740050929,561
27487394,,Vitello bliver forretningsmand,,,563
61894934,,Obscuritas,David Lagercrantz,9788740064681_564,564
28258216,9788711438763.0,Tusmørke,Stephenie Meyer,9788711900659,566
54686307,,Ar,Auður Ava Ólafsdóttir,,567
46957164,,Timeglasset,Tracy Rees,,568
52359716,,Når isen brister,Camilla Grebe,9788711697832_569,569
28645422,9788702112030.0,Klatremus og de andre dyr i Hakkebakkeskoven,Thorbjørn Egner,9788701761710_570,570
51723740,,Wimpy Kid. Bind 5,Jeff Kinney,9780241412039,571
61450041,,Pigen i violinen,Knud Romer,9788711536674,572
29299870,9788711392775.0,Kick off,Luigi Garlando,,573
38289187,,Ved højlys dag,Jeffrey Archer,,575
29990751,9788711378779.0,Peddersen og Findus,Sven Nordqvist,9788727063614,576
48991637,,I form med Tapiren!,Jakob Martin Strid,9788702300376,577
48121578,,Gennem glasvæggen,Henning Jensen (f. 1943),9788702018165,578
51642899,,Alt det lys vi ikke ser,Anthony Doerr,9788740037234,579
48645518,,En fortryllende hemmelighed,Julia Quinn (f. 1970),9788770368063_580,580
29795347,9788799553518.0,Med ilden i ryggen,Martin Petersen (f. 1950),9788714196578,581
54189125,,Mægtigere end sværdet,Jeffrey Archer,9788711906705_582,582
54862199,,Gurli gris - min mor,,,583
39472767,,Vølvens vej - Snehild,Anne-Marie Vedsø Olesen,9788727026695_584,584
38779362,,Ude i kulden,Linda Castillo,9788740075595_585,585
38808273,,Vejen til æbleriget,Anna Fredriksson (f. 1966),,586
62978651,,Sallys far kan godt selv,Thomas Brunstrøm,9788711999608_587,587
53614574,,Gurli Gris på cykeltur,,,588
46378318,,Grib livet - slip angsten,Pia Callesen,9788740047882_589,589
54416199,,Gå-bogen,Bente Klarlund Pedersen,,590
51828607,9788711449141.0,Før stormen,Michael Katz Krefeld,9788711547489_591,591
39585219,,Skæbnens blå tråde,Lars Mytting,9788763861205_593,593
47385512,,Nattelinjen,Inger Gammelgaard Madsen,9788797078730,594
39553074,,Bogklubben ved verdens ende,Frida Skybäck (f. 1980),9788702304350_595,595
48022502,,Kongetro,Tobias Bukkehave (f. 1980),9788740072068,596
48337414,,Kender du Pippi Langstrømpe?,Astrid Lindgren,9788702295399_597,597
54479913,,Guds bedste børn,Morten Pape (f. 1986),9788740068139_598,598
62673001,,Jeg er her jo,"Pia Møller Søe (f. 1980),Zandra Alex Berthelsen",9788727005263,599
53681220,9788711840313.0,Blækhat,Sissel-Jo Gazan,9788711983577_600,600
62421789,9788728299142.0,Naja Münster - en nat i centret,Line Kyed Knudsen,9788727007342_601,601
48487424,,Tre kvinder,Lisa Taddeo (f. 1980),9788772384559,602
54937156,9788702187021.0,"Mio, min Mio",Astrid Lindgren,9788702326475_603,603
39082772,,Damaskus,Iben Albinus (f. 1972),9788740080636_606,606
50946711,9788763833493.0,Kenneth Bøgh Andersens Antboy - Tissemyrens bid,Kenneth Bøgh Andersen,9788763817066,607
38582216,,Rosenhavens hemmeligheder,Katrine Wessel,9788740067569_608,608
61514554,,Alt dette kunne du få,Josefine Klougart,9788793658493_609,609
54863748,,"Ét liv, én tid, ét menneske",Morten Albæk,9788702260069_610,610
61539093,9788758846279.0,Nikis juleeventyr,"Kristoffer Jacob Andersen,Niki Topgaard",,611
52811589,,En uskyldig familie,Katrine Marie Guldager,9788740048988_612,612
51121619,,Lavendelhaven,Lucinda Riley,9788763862455_613,613
47875161,,Gurli Gris - min bedstefar,,,614
54690029,,Fyrtårnets hemmeligheder,Santa Montefiore,9788775780686_615,615
28913095,9788711413579.0,Protokollen,Michael Katz Krefeld,9788727000015_616,616
48663656,,Mit arbejde,Olga Ravn,9788702296440_617,617
39557398,,Kærlighedens år,Johanne Mygind,9788712062455,618
47875218,,Gurli Gris - min bedstemor,,,619
47575486,,Wimpy Kid. Bind 14,Jeff Kinney,9788702277135_620,620
38565737,,Når tiden går i stå,Ninni Schulman,9788772391267,621
39055619,,For langt fra dig,Jenny Colgan (f. 1972),9788702310450_622,622
38952862,,Der hvor du ikke vil hen,Astrid Saalbach,9788711986820,623
27404588,,Vitello graver et hul,,,624
29363927,9788711394236.0,På eventyr med Prop & Berta,,,625
48318835,,Gaden uden navn,"Lotte Hammer,Søren Hammer",9788771918175,628
62967366,,Ulvespring,Kerstin Ekman,9788702347272_629,629
53342833,,Lasse-Leif - byens bedste strømer,Mette Finderup,9788771656527,630
55112924,,Wimpy Kid. Bind 12,Jeff Kinney,9788702277135_631,631
54102828,,Husdyret,Camilla Grebe,9788711907818_632,632
134005963,,Det er de unge som forsvinder,"Lise Ringhof,Erik Valeur",,633
53628125,,Ilkas arv,Sara Blædel,9788772008431_634,634
52430119,,Wimpy Kid. Bind 6,Jeff Kinney,,636
52272157,9788702178647.0,"Løven, heksen og garderobeskabet",C. S. Lewis,9788702177855_637,637
48109977,,Den fortabte datter,Jeffrey Archer,9788711919736_638,638
61989773,,Dagbogens hemmelighed,Frida Skybäck (f. 1980),9788702306422_639,639
51980247,,Harry Potter og De Vises Sten,Joanne K. Rowling,,640
47155339,,En uretfærdig tid,Gertrud Tinning,9788740087918,641
38939114,9788793432482.0,Lortedag,Annette Herzog,9788793432499,642
38248006,,Morgenstjernen,Karl Ove Knausgård,9788727146935,643
61499865,,Eddie skal i zoologisk have,Thomas Brunstrøm,9788711999530_645,645
27262481,,Vitello vil have en far,,,646
53280838,,En velbevaret hemmelighed,Jeffrey Archer,9788711922651,647
48164048,,Nøglevidnet,Jørn Lier Horst,9788770072892,648
46299566,,Frit fald,Elsebeth Egholm,9788740051124_649,649
48787533,,Gurli Gris får besøg af lægen,,,650
53746756,,Egostrik,Lene Holme Samsøe,,651
52087546,9788711327111.0,Elsk dig selv og bliv elsket,Joan Ørting,,653
27487475,,Vitello går med kniv,,,654
61343164,,Undervejs,Margrethe II,,656
52702178,,Wimpy Kid. Bind 7,Jeff Kinney,9788702126761_657,657
28659474,,Lasse-Leif vil ikke tale menneskesprog,Mette Finderup,,658
47255759,,Miss Island,Auður Ava Ólafsdóttir,9788793629790,659
46939638,,Store børn,Elisabeth Gjerluff Nielsen,9788702284959,660
52491797,,Et lille liv,Hanya Yanagihara (f. 1974),9788740059670_661,661
28279957,,Lasse-Leif og den sidste sut,Mette Finderup,,662
47109566,,Folk med angst,Fredrik Backman,9788770369411,664
48816401,,Øens hemmelighed,Guillaume Musso,9788711996515,665
46611012,,Min mors hemmeligheder,Nikola Scott,,666
27903703,9788702051889.0,Emil fra Lønneberg,Astrid Lindgren,9788702065336_667,667
29500762,,Findus flytter hjemmefra,Sven Nordqvist,9788711396636,669
29256527,,Lasse-Leif gider ikke lege med fætter Finn,Mette Finderup,,670
47598044,,Penge på lommen,Asta Olivia Nordenhof (f. 1988),9788712066774,671
53614582,,Gurli Gris på hospitalet,,,672
61855084,,Under nattens stjerner,Marcia Willett,9788702318425_674,674
28495358,9788702106107.0,Vitello bygger en monsterfælde - og andre historier,Kim Fupz Aakeson,9788702084269_675,675
51869133,,Lasse-Leif og de hemmelige kæledyr,Mette Finderup,,677
48628702,,Hvordan man redder en lemming,Nikoline Werdelin,9788702303766,678
25707036,,Lille frø,Jakob Martin Strid,9788702038125_679,679
135327204,,Havørnens skrig,Karin Smirnoff (f. 1964),9788770077736,680
47608147,,Når det mørkner,Jørn Lier Horst,9788770072885,681
27771912,,Vitello får en klam kæreste,Kim Fupz Aakeson,9788702074840_682,682
39018608,,Kvinde kend din historie,Gry Jexen,9788702300529_683,683
51803418,9788771748918.0,De 5 på skatteøen,Enid Blyton,9788711903490,684
54201575,,Wimpy Kid. Bind 11,Jeff Kinney,9788702277135_686,686
53858198,,Wimpy Kid. Bind 10,Jeff Kinney,,687
28176481,,Vitello napper en kat,Kim Fupz Aakeson,9788702069099_688,688
62243775,,Tjeneren og hans søster,Dorrit Willumsen,9788702331325,689
51753887,,Midnatsrosen,Lucinda Riley,9788763846509_690,690
52433525,,Mimbo Jimbo finder en ven,Jakob Martin Strid,9788702188684_691,691
51242548,9788711385937.0,Sort sne falder,Michael Katz Krefeld,9788711549063_692,692
46862554,,Løvinden,Tom Buk-Swienty,9788702221626,693
48487335,,Snefald,Helene Tursten,9788711986325,694
53232698,,Wimpy Kid. Bind 8,Jeff Kinney,,695
54632517,,Den lille butik med de lykkelige slutninger,Jenny Colgan (f. 1972),9788763862639_696,696
62413913,,En fransk affære,Jennifer Bohnet,,697
48486827,,Helenes befrielse,Pernille Juhl (f. 1963),9788772384481_698,698
45984869,,Den skønneste chokoladebutik i Paris,Jenny Colgan (f. 1972),9788763865401,699
62049332,,Mit navn er Jensen,Heidi Amsinck,9788743402299,700
46988493,,Fortidens mørke,Guillaume Musso,9788711985632_701,701
55107289,,Når krigen slutter,Bent Haller,,702
53253733,,Wimpy Kid. Bind 9,Jeff Kinney,9788702277135_706,706
48369367,,Den lille café i København,Julie Caplin,9788771484564,707
29493936,,Bi på is,Randi Solvang,9788776077068,708
46107551,,Wimpy Kid. Bind 13,Jeff Kinney,9788702277135_711,711
62712678,,Hemmelighedernes bibliotek,Janet Skeslien Charles,9788712066590,712
48663109,,Stormvarsel,Maria Adolfsson,9788770361385_713,713
135229989,,Reserven,Harry,,715
48455794,,Den onde søster,Karen Dionne,,716
135639443,,Troskyldigheden selv,Lone Theils,,717
53448097,,Viljetyven. Bog 2,Jan Kjær (f. 1971),9788793231627_718,718
51606175,,Farlig fortid,Julie Hastrup,9788740062427_719,719
54862210,,Gurli Gris' første kæledyr,,,720
46960165,,En utrolig venlig ven,Jeff Kinney,,721
28460198,9788702103649.0,Dyrene i Hakkebakkeskoven,Thorbjørn Egner,9788702103649,722
46960181,,Mimbo Jimbos lille ABC,Jakob Martin Strid,,724
48658539,,Størst af alt,Lone Frank,,725
38202715,,Den sørgmodige buschauffør fra Alster,Håkan Nesser,,726
54821891,,Solo,Jesper Stein,9788740061512,729
48047149,,Huset i Chelsea,Lisa Jewell,,730
54691726,9788726048209.0,21 ting du bør vide om det 21. århundrede,Yuval Noah Harari,9788711997529,731
54138199,,Mercedes-snittet,Anne Mette Hancock,,732
48616852,,Mindernes længsel,Santa Montefiore,,733
38431447,,En uundgåelig længsel,Julia Quinn (f. 1970),9788772380896,735
54945043,,Lazarus,Lars Kepler,9788702169171_736,736
47588774,,Ind i den hvide nat,Jakob Melander,9788771802108,737
51567072,,Lejlighedssange,Stine Pilgaard,9788763842983,738
47186862,,Røgslør,"Jørn Lier Horst,Thomas Enger",9788770072274,739
45947351,,Sommermørke,Stina Jackson (f. 1983),9788711919675,740
38954334,,Adam i Paradis,Rakel Haslund-Gjerrild (f. 1988),9788711987001_741,741
47942462,,"Søde, røde sommerdrømme",Christoffer Holst (f. 1990),9788702285208_743,743
52514142,9788763845632.0,Kaskelotternes sang,Bent Haller,9788763845793,744
62910674,,Velkommen til Evigheden,Camilla Grebe,9788711996911_745,745
48858392,,Lasse-Leif er med far på arbejde,Mette Finderup,,746
53953921,,Inden vi blev jeres,Lisa Wingate,9788763863544_747,747
61393374,,Tågen,Ragnar Jónasson (f. 1976),9788712072768,748
48424112,,Hævnen,Inger Wolf,9788770369817_749,749
46299604,,I dårligt selskab,Viveca Sten,9788770367783,750
52993644,,Ligblomsten,Anne Mette Hancock,9788711699454_751,751
27886310,9788702076080.0,Fire historier om drengen Vitello,Kim Fupz Aakeson,,752
39246155,,Vores sommer i Provence,Jennifer Bohnet,9788702304343,753
27320767,9788702048018.0,Albert,Ole Lund Kirkegaard,9788702149418_755,755
48102425,,Katalog over katastrofer,Stine Askov,9788702281439,757
39186888,,Hannies bog,Lisa Wingate,9788772390130,759
46497643,,Sommer i det lille bageri på strandpromenaden,Jenny Colgan (f. 1972),9788763865746_760,760
39471841,,Solsikkesøstrene,Martha Hall Kelly,9788740091953_761,761
